CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status
779618433,48,M,4,Uneducated,Rp 3.000.000 - Rp 5.000.000,38,6,3,2,8327000.0,1551000,6776000.0,4428000,82,0.186,Blue,Single,Existing Customer
716753058,38,F,3,Graduate,< Rp 3.000.000,28,6,2,2,2699000.0,564000,2135000.0,4813000,78,0.209,Blue,Single,Existing Customer
717658758,49,M,4,Graduate,> Rp 15.000.000,36,2,2,2,34516000.0,0,34516000.0,7962000,99,0.0,Silver,Single,Existing Customer
758186433,37,F,1,Uneducated,< Rp 3.000.000,30,3,2,3,2353000.0,1095000,1258000.0,5038000,84,0.465,Blue,Single,Existing Customer
755437533,48,F,4,Graduate,< Rp 3.000.000,41,3,3,2,1522000.0,1273000,249000.0,5005000,77,0.836,Blue,Single,Existing Customer
708942408,46,F,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,3,2,2,7020000.0,1784000,5236000.0,16937000,116,0.254,Blue,Single,Existing Customer
779548008,50,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,35,1,2,3,34516000.0,0,34516000.0,7745000,83,0.0,Silver,Single,Existing Customer
720555483,48,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,35,3,3,3,21374000.0,0,21374000.0,4100000,79,0.0,Blue,Single,Existing Customer
721335558,57,F,2,Graduate,< Rp 3.000.000,36,1,2,3,6482000.0,1686000,4796000.0,7544000,101,0.26,Blue,Single,Existing Customer
794818833,36,F,1,Uneducated,< Rp 3.000.000,30,6,1,2,5494000.0,2078000,3416000.0,2661000,58,0.378,Blue,Single,Existing Customer
825838908,39,F,1,Uneducated,< Rp 3.000.000,35,1,5,1,1961000.0,0,1961000.0,4846000,92,0.0,Blue,Single,Existing Customer
713256033,39,F,3,Uneducated,Unknown,25,5,3,3,4181000.0,1604000,2577000.0,3955000,74,0.384,Blue,Single,Existing Customer
712869783,56,F,3,Graduate,< Rp 3.000.000,36,5,5,2,4255000.0,0,4255000.0,4606000,79,0.0,Blue,Single,Existing Customer
803587533,33,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,28,6,3,4,2618000.0,1812000,806000.0,3319000,86,0.692,Blue,Single,Existing Customer
789193383,65,M,0,Uneducated,< Rp 3.000.000,54,3,1,5,2644000.0,1691000,953000.0,3495000,70,0.64,Blue,Single,Existing Customer
720879708,52,M,2,High School,Rp 8.000.000 - Rp 15.000.000,44,3,2,4,28186000.0,1308000,26878000.0,2853000,64,0.046,Blue,Single,Existing Customer
711685758,60,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,42,3,2,1,3334000.0,1151000,2183000.0,4791000,101,0.345,Blue,Single,Existing Customer
708618933,34,M,2,Uneducated,> Rp 15.000.000,13,6,3,2,4369000.0,2049000,2320000.0,3259000,80,0.469,Blue,Single,Existing Customer
719543208,38,F,3,Uneducated,Unknown,36,5,3,3,13220000.0,848000,12372000.0,3789000,72,0.064,Blue,Single,Existing Customer
715136583,51,M,3,High School,Rp 3.000.000 - Rp 5.000.000,36,4,3,4,5000000.0,942000,4058000.0,4077000,81,0.188,Blue,Single,Existing Customer
823833483,41,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,37,3,3,2,7839000.0,1544000,6295000.0,7904000,83,0.197,Blue,Single,Existing Customer
718486608,53,M,2,High School,> Rp 15.000.000,36,2,2,2,21079000.0,1431000,19648000.0,13930000,96,0.068,Blue,Single,Existing Customer
720470133,59,M,0,Graduate,< Rp 3.000.000,36,5,3,3,3604000.0,1483000,2121000.0,4576000,87,0.411,Blue,Single,Existing Customer
815756058,54,F,1,Graduate,< Rp 3.000.000,49,3,2,2,2930000.0,2266000,664000.0,4752000,72,0.773,Blue,Single,Existing Customer
712591983,52,F,5,Graduate,Rp 3.000.000 - Rp 5.000.000,41,4,2,3,3035000.0,1960000,1075000.0,4104000,79,0.646,Blue,Single,Existing Customer
714247458,56,F,4,Uneducated,Unknown,46,6,2,2,8037000.0,2276000,5761000.0,3271000,71,0.283,Blue,Single,Existing Customer
712669983,39,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,30,5,3,3,10009000.0,1604000,8405000.0,4347000,75,0.16,Blue,Single,Existing Customer
818311533,53,F,3,Uneducated,< Rp 3.000.000,48,5,3,1,4908000.0,1429000,3479000.0,3535000,65,0.291,Blue,Single,Existing Customer
717132633,62,M,0,Uneducated,Rp 3.000.000 - Rp 5.000.000,50,3,2,2,7348000.0,1466000,5882000.0,3066000,61,0.2,Blue,Single,Existing Customer
713029683,64,M,0,Graduate,< Rp 3.000.000,36,5,4,1,1873000.0,468000,1405000.0,4738000,82,0.25,Blue,Single,Existing Customer
713056083,52,M,2,High School,> Rp 15.000.000,46,4,2,4,34516000.0,0,34516000.0,4037000,87,0.0,Blue,Single,Existing Customer
710645583,44,F,2,Uneducated,Unknown,37,5,1,2,7627000.0,1742000,5885000.0,4349000,75,0.228,Blue,Single,Existing Customer
720317658,43,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,35,2,2,2,5858000.0,961000,4897000.0,7916000,82,0.164,Blue,Single,Existing Customer
710780883,48,F,5,Uneducated,Rp 3.000.000 - Rp 5.000.000,38,1,2,3,2446000.0,1461000,985000.0,4610000,78,0.597,Blue,Single,Existing Customer
720249183,46,F,2,Graduate,Unknown,31,5,2,3,8243000.0,927000,7316000.0,4503000,90,0.112,Blue,Single,Existing Customer
711396483,40,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,3,2,3,6033000.0,0,6033000.0,4505000,74,0.0,Blue,Single,Existing Customer
715575258,47,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,35,1,6,3,5791000.0,1957000,3834000.0,7823000,93,0.338,Blue,Single,Existing Customer
716501133,36,F,2,Graduate,< Rp 3.000.000,36,6,4,0,2051000.0,1154000,897000.0,3912000,79,0.563,Blue,Single,Existing Customer
815830083,53,F,3,Uneducated,< Rp 3.000.000,48,6,2,1,1953000.0,1215000,738000.0,4253000,72,0.622,Blue,Single,Existing Customer
709948233,47,F,3,Uneducated,Unknown,35,1,4,3,2446000.0,1899000,547000.0,5347000,87,0.776,Blue,Single,Existing Customer
811907583,45,F,4,Uneducated,Unknown,40,1,2,2,7600000.0,1574000,6026000.0,4240000,67,0.207,Blue,Single,Existing Customer
715243458,45,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,5,3,1,2293000.0,1304000,989000.0,5047000,94,0.569,Blue,Single,Existing Customer
720306408,50,F,2,High School,< Rp 3.000.000,41,2,3,2,6704000.0,0,6704000.0,12576000,103,0.0,Blue,Single,Existing Customer
788519958,57,F,2,Graduate,< Rp 3.000.000,50,6,5,2,1438300.0,876000,562300.0,4815000,62,0.609,Blue,Single,Existing Customer
720040158,47,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,3,3,2,17656000.0,0,17656000.0,4633000,71,0.0,Blue,Single,Existing Customer
794665608,48,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,33,4,2,3,5724000.0,582000,5142000.0,4510000,59,0.102,Blue,Single,Existing Customer
758331483,31,M,0,Graduate,Rp 5.000.000 - Rp 8.000.000,24,2,2,2,34516000.0,984000,33532000.0,15347000,109,0.029,Silver,Single,Existing Customer
712029783,42,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,36,2,2,1,34516000.0,2253000,32263000.0,7836000,93,0.065,Silver,Single,Existing Customer
718476033,65,F,0,Uneducated,Unknown,56,5,3,5,20130000.0,2355000,17775000.0,2444000,49,0.117,Blue,Single,Existing Customer
708132783,47,F,3,Uneducated,Unknown,42,6,2,2,16411000.0,1179000,15232000.0,3929000,71,0.072,Blue,Single,Existing Customer
715690908,46,F,3,Graduate,< Rp 3.000.000,39,4,3,2,12222000.0,1260000,10962000.0,3418000,78,0.103,Silver,Single,Existing Customer
720315933,53,F,1,Uneducated,< Rp 3.000.000,39,3,2,3,1982000.0,1276000,706000.0,5136000,76,0.644,Blue,Single,Existing Customer
794784633,61,F,0,Uneducated,Rp 3.000.000 - Rp 5.000.000,55,6,1,2,2214000.0,2123000,91000.0,4478000,77,0.959,Blue,Single,Existing Customer
709972908,38,F,2,Graduate,< Rp 3.000.000,25,5,1,2,9874000.0,1059000,8815000.0,4369000,70,0.107,Blue,Single,Existing Customer
714862083,41,F,4,Uneducated,Unknown,33,6,4,3,5802000.0,2490000,3312000.0,3386000,53,0.429,Blue,Single,Existing Customer
778349883,56,F,0,Uneducated,< Rp 3.000.000,36,4,3,1,3219000.0,2114000,1105000.0,4188000,75,0.657,Blue,Single,Existing Customer
816890883,35,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,30,6,3,3,21695000.0,1257000,20438000.0,2266000,74,0.058,Blue,Single,Existing Customer
758178558,44,F,3,Graduate,Unknown,37,3,2,1,4703000.0,1555000,3148000.0,4127000,89,0.331,Blue,Single,Existing Customer
719862258,38,F,2,Uneducated,Unknown,28,2,3,3,5666000.0,1393000,4273000.0,5015000,90,0.246,Blue,Single,Existing Customer
758642733,48,F,1,Graduate,< Rp 3.000.000,41,5,1,1,1860000.0,1054000,806000.0,5163000,73,0.567,Blue,Single,Existing Customer
712302783,38,F,2,Uneducated,< Rp 3.000.000,25,2,3,1,2468000.0,872000,1596000.0,4426000,76,0.353,Blue,Single,Existing Customer
715130808,45,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,34,5,1,1,34516000.0,1664000,32852000.0,4912000,80,0.048,Silver,Single,Existing Customer
714869958,55,M,2,Uneducated,> Rp 15.000.000,36,6,2,3,29795000.0,2364000,27431000.0,3949000,71,0.079,Blue,Single,Existing Customer
709912683,53,F,4,Graduate,Unknown,41,5,1,2,34516000.0,2374000,32142000.0,4390000,77,0.069,Gold,Single,Existing Customer
827695683,40,M,3,Uneducated,> Rp 15.000.000,36,4,2,5,34516000.0,1329000,33187000.0,3906000,77,0.039,Blue,Single,Existing Customer
712181658,37,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,4,3,1,2407000.0,1552000,855000.0,4983000,86,0.645,Blue,Single,Existing Customer
712013808,44,F,4,Uneducated,Unknown,24,6,3,2,2717000.0,1720000,997000.0,4196000,71,0.633,Blue,Single,Existing Customer
718828083,52,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,43,4,3,3,8748000.0,2284000,6464000.0,3533000,73,0.261,Blue,Single,Existing Customer
712091433,58,M,4,Uneducated,Rp 3.000.000 - Rp 5.000.000,50,5,2,3,18431000.0,902000,17529000.0,2950000,61,0.049,Silver,Single,Existing Customer
712287333,39,M,1,Uneducated,Rp 8.000.000 - Rp 15.000.000,30,3,1,4,34516000.0,2055000,32461000.0,4048000,74,0.06,Blue,Single,Existing Customer
716466483,44,F,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,34,3,3,3,2245000.0,1342000,903000.0,4624000,87,0.598,Blue,Single,Existing Customer
716147658,49,F,2,Uneducated,Unknown,40,2,3,1,2464000.0,1601000,863000.0,4739000,86,0.65,Blue,Single,Existing Customer
721498008,44,F,3,Uneducated,< Rp 3.000.000,35,5,2,2,1438300.0,0,1438300.0,3966000,57,0.0,Blue,Single,Existing Customer
785230083,50,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,44,1,2,1,3318000.0,2349000,969000.0,4905000,80,0.708,Blue,Single,Existing Customer
721258158,65,F,1,Uneducated,Unknown,51,3,3,5,11037000.0,1491000,9546000.0,2429000,63,0.135,Blue,Single,Existing Customer
790021233,52,F,3,Uneducated,< Rp 3.000.000,44,3,3,2,2300000.0,1598000,702000.0,4287000,84,0.695,Blue,Single,Existing Customer
717708783,57,M,2,Graduate,> Rp 15.000.000,51,6,3,4,34516000.0,1417000,33099000.0,4303000,77,0.041,Silver,Single,Existing Customer
772268058,46,F,4,Uneducated,< Rp 3.000.000,35,5,2,3,2722000.0,1473000,1249000.0,3129000,69,0.541,Blue,Single,Existing Customer
714121983,49,F,3,Graduate,Unknown,42,4,2,3,4349000.0,1400000,2949000.0,4694000,84,0.322,Blue,Single,Existing Customer
714347508,35,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,21,4,3,3,7766000.0,1278000,6488000.0,2423000,74,0.165,Blue,Single,Existing Customer
750147483,49,M,2,High School,Rp 8.000.000 - Rp 15.000.000,37,6,1,4,24299000.0,2517000,21782000.0,5320000,62,0.104,Blue,Single,Existing Customer
711340233,46,F,0,Graduate,Unknown,34,6,1,2,9216000.0,2059000,7157000.0,3630000,78,0.223,Blue,Single,Existing Customer
813380058,64,F,0,Graduate,Unknown,56,3,2,4,4100000.0,863000,3237000.0,3593000,51,0.21,Blue,Single,Existing Customer
712305333,59,M,0,Graduate,Rp 5.000.000 - Rp 8.000.000,53,4,2,2,4386000.0,2505000,1881000.0,4064000,65,0.571,Blue,Single,Existing Customer
720384633,48,M,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,6,3,2,3786000.0,0,3786000.0,3403000,70,0.0,Blue,Single,Existing Customer
825743583,39,F,2,Graduate,Unknown,35,1,3,3,32089000.0,1971000,30118000.0,13796000,121,0.061,Silver,Single,Existing Customer
788820933,59,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,42,3,2,2,16727000.0,1380000,15347000.0,3511000,73,0.083,Blue,Single,Existing Customer
825767658,49,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,45,2,3,1,34516000.0,913000,33603000.0,7711000,80,0.026,Gold,Single,Existing Customer
711238908,65,F,0,Uneducated,< Rp 3.000.000,54,6,5,2,7699000.0,1758000,5941000.0,5103000,62,0.228,Blue,Single,Existing Customer
789319458,48,M,5,Uneducated,Rp 5.000.000 - Rp 8.000.000,38,6,2,3,22639000.0,1481000,21158000.0,4219000,65,0.065,Blue,Single,Existing Customer
799249833,34,M,2,Graduate,< Rp 3.000.000,28,5,1,4,4439000.0,844000,3595000.0,2858000,71,0.19,Blue,Single,Existing Customer
713358633,30,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,36,6,1,2,11371000.0,1015000,10356000.0,2768000,68,0.089,Blue,Single,Existing Customer
773827008,47,M,4,Uneducated,Rp 5.000.000 - Rp 8.000.000,41,6,2,2,2405000.0,1540000,865000.0,1087000,29,0.64,Blue,Single,Existing Customer
718194858,48,F,5,Graduate,Unknown,35,5,2,3,1942000.0,1488000,454000.0,4940000,88,0.766,Blue,Single,Existing Customer
768457008,27,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,21,2,3,1,10284000.0,787000,9497000.0,13355000,92,0.077,Blue,Single,Existing Customer
788812608,56,F,2,Uneducated,< Rp 3.000.000,39,1,2,3,8767000.0,1684000,7083000.0,8066000,79,0.192,Blue,Single,Existing Customer
717136533,37,F,2,Uneducated,< Rp 3.000.000,26,4,2,2,2586000.0,835000,1751000.0,4883000,73,0.323,Blue,Single,Existing Customer
713009208,54,F,3,Graduate,< Rp 3.000.000,44,3,2,3,2077000.0,1634000,443000.0,4292000,66,0.787,Blue,Single,Existing Customer
721148358,49,F,3,Uneducated,Unknown,38,6,2,1,12860000.0,0,12860000.0,1348000,27,0.0,Blue,Single,Existing Customer
721121283,37,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,24,4,1,4,2573000.0,1280000,1293000.0,4289000,81,0.497,Blue,Single,Existing Customer
719455083,48,F,3,Uneducated,< Rp 3.000.000,39,4,3,4,2991000.0,1508000,1483000.0,3734000,64,0.504,Blue,Single,Existing Customer
711614658,37,F,2,Uneducated,< Rp 3.000.000,30,6,3,3,2258000.0,1338000,920000.0,2511000,55,0.593,Blue,Single,Existing Customer
717321783,50,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,45,5,2,2,10344000.0,1274000,9070000.0,1617000,47,0.123,Blue,Single,Existing Customer
720943308,47,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,36,1,1,2,30498000.0,1990000,28508000.0,16202000,120,0.065,Silver,Single,Existing Customer
713647083,53,F,2,Uneducated,Unknown,36,5,2,3,9314000.0,1761000,7553000.0,3696000,80,0.189,Blue,Single,Existing Customer
779658408,48,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,31,6,3,3,3261000.0,1730000,1531000.0,4242000,65,0.531,Blue,Single,Existing Customer
789289383,42,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,31,2,2,3,34516000.0,2120000,32396000.0,14626000,97,0.061,Silver,Single,Existing Customer
719606133,42,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,31,3,2,1,5169000.0,2296000,2873000.0,4656000,88,0.444,Blue,Single,Existing Customer
712311258,48,F,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,5,3,3,1906000.0,1259000,647000.0,4634000,54,0.661,Blue,Single,Existing Customer
772105608,48,F,4,Uneducated,< Rp 3.000.000,37,6,3,4,2646000.0,872000,1774000.0,4246000,80,0.33,Blue,Single,Existing Customer
716780283,39,M,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,19,4,3,3,6628000.0,1735000,4893000.0,4050000,89,0.262,Blue,Single,Existing Customer
711210633,51,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,42,2,4,1,1922000.0,1124000,798000.0,8049000,76,0.585,Blue,Single,Existing Customer
719996958,29,F,0,Uneducated,< Rp 3.000.000,23,5,3,4,7997000.0,0,7997000.0,2208000,56,0.0,Blue,Single,Existing Customer
778810083,45,F,3,Graduate,< Rp 3.000.000,35,4,3,3,4210000.0,0,4210000.0,4175000,58,0.0,Blue,Single,Existing Customer
721269108,45,F,5,Graduate,< Rp 3.000.000,33,5,3,3,2288000.0,1249000,1039000.0,4504000,87,0.546,Blue,Single,Existing Customer
719210133,47,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,35,2,3,1,14131000.0,1333000,12798000.0,12779000,103,0.094,Blue,Single,Existing Customer
713713983,42,F,4,Graduate,< Rp 3.000.000,33,4,2,2,2899000.0,1952000,947000.0,4906000,94,0.673,Blue,Single,Existing Customer
708902883,55,M,2,Graduate,> Rp 15.000.000,36,5,2,2,12856000.0,0,12856000.0,3364000,61,0.0,Blue,Single,Existing Customer
715762083,46,M,0,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,6,3,2,30501000.0,2030000,28471000.0,2525000,45,0.067,Silver,Single,Existing Customer
717659883,46,F,2,Graduate,Unknown,36,3,3,3,2418000.0,1106000,1312000.0,3541000,64,0.457,Blue,Single,Existing Customer
720676158,34,F,4,Uneducated,Unknown,21,6,3,2,9005000.0,1994000,7011000.0,5223000,89,0.221,Blue,Single,Existing Customer
798699033,52,F,2,Graduate,Unknown,46,3,3,3,8961000.0,1382000,7579000.0,4408000,80,0.154,Blue,Single,Existing Customer
734909358,43,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,33,4,1,1,6548000.0,1244000,5304000.0,4354000,79,0.19,Blue,Single,Existing Customer
712341933,39,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,36,1,3,2,34516000.0,1662000,32854000.0,13578000,105,0.048,Gold,Single,Existing Customer
713440833,61,F,0,Graduate,< Rp 3.000.000,36,5,3,3,2207000.0,2020000,187000.0,4348000,84,0.915,Blue,Single,Existing Customer
779122908,55,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,37,5,1,2,3187000.0,1437000,1750000.0,4511000,82,0.451,Blue,Single,Existing Customer
793345008,44,F,3,Uneducated,< Rp 3.000.000,38,4,1,3,1438300.0,0,1438300.0,4287000,80,0.0,Blue,Single,Existing Customer
710157108,42,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,33,6,2,3,3376000.0,1661000,1715000.0,4629000,75,0.492,Blue,Single,Existing Customer
753233733,38,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,29,3,3,3,2155000.0,1290000,865000.0,3781000,61,0.599,Blue,Single,Existing Customer
716277558,45,F,1,Uneducated,< Rp 3.000.000,36,4,3,4,3281000.0,1961000,1320000.0,1779000,47,0.598,Blue,Single,Existing Customer
769200858,34,F,4,Graduate,< Rp 3.000.000,28,3,2,3,1438300.0,0,1438300.0,4626000,86,0.0,Blue,Single,Existing Customer
714368883,50,F,3,Graduate,< Rp 3.000.000,36,6,5,2,7596000.0,1156000,6440000.0,4338000,73,0.152,Blue,Single,Existing Customer
709945458,52,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,40,3,1,1,1438300.0,512000,926300.0,4791000,82,0.356,Blue,Single,Existing Customer
822964683,51,F,1,Graduate,< Rp 3.000.000,47,6,3,4,2469000.0,1491000,978000.0,4351000,62,0.604,Blue,Single,Existing Customer
719184783,51,F,1,Graduate,Unknown,41,3,2,2,9352000.0,1429000,7923000.0,3536000,71,0.153,Blue,Single,Existing Customer
716408058,56,F,2,Uneducated,Unknown,36,5,3,4,2500000.0,1298000,1202000.0,3673000,72,0.519,Blue,Single,Existing Customer
708500883,48,M,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,40,2,3,2,17812000.0,0,17812000.0,8379000,106,0.0,Silver,Single,Existing Customer
789948408,55,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,46,3,1,4,34516000.0,1718000,32798000.0,5220000,74,0.05,Blue,Single,Existing Customer
720777558,46,F,4,Graduate,< Rp 3.000.000,38,6,2,2,2671000.0,1713000,958000.0,4519000,79,0.641,Blue,Single,Existing Customer
718116933,53,F,3,Graduate,< Rp 3.000.000,36,2,3,1,1438300.0,630000,808300.0,4704000,79,0.438,Blue,Single,Existing Customer
819684183,46,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,41,4,5,3,3492000.0,1546000,1946000.0,3043000,53,0.443,Blue,Single,Existing Customer
789539058,28,M,0,Uneducated,< Rp 3.000.000,20,1,1,3,4342000.0,893000,3449000.0,17064000,116,0.206,Blue,Single,Existing Customer
712390683,41,M,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,27,2,3,1,13409000.0,1255000,12154000.0,15573000,99,0.094,Blue,Single,Existing Customer
712291308,52,F,1,Uneducated,Unknown,40,5,1,3,2259000.0,1721000,538000.0,1852000,38,0.762,Blue,Single,Existing Customer
790221633,44,F,4,Graduate,Rp 3.000.000 - Rp 5.000.000,38,3,3,3,3897000.0,2296000,1601000.0,4627000,77,0.589,Blue,Single,Existing Customer
719838558,46,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,35,1,1,1,5131000.0,1484000,3647000.0,7432000,92,0.289,Blue,Single,Existing Customer
808292958,26,M,0,Graduate,< Rp 3.000.000,20,6,2,3,1438300.0,495000,943300.0,2546000,40,0.344,Blue,Single,Existing Customer
713944833,46,M,5,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,3,3,2,24512000.0,766000,23746000.0,4561000,78,0.031,Blue,Single,Existing Customer
715153158,41,M,4,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,4,3,4,3636000.0,1884000,1752000.0,4254000,79,0.518,Blue,Single,Existing Customer
720616908,54,M,1,Uneducated,> Rp 15.000.000,36,5,1,2,34516000.0,0,34516000.0,3918000,67,0.0,Blue,Single,Existing Customer
720535008,46,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,36,1,2,3,10492000.0,1094000,9398000.0,13764000,104,0.104,Blue,Single,Existing Customer
711553308,60,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,48,3,1,3,1438300.0,750000,688300.0,4542000,88,0.521,Blue,Single,Existing Customer
713693958,38,F,1,Uneducated,< Rp 3.000.000,27,6,3,4,8638000.0,0,8638000.0,1295000,29,0.0,Blue,Single,Existing Customer
803205258,51,F,3,Graduate,Unknown,45,4,3,4,2420000.0,2379000,41000.0,4348000,86,0.983,Blue,Single,Existing Customer
716477133,42,F,4,Uneducated,< Rp 3.000.000,32,3,3,4,1438300.0,838000,600300.0,3910000,75,0.583,Blue,Single,Existing Customer
719482008,45,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,35,5,3,2,21696000.0,1036000,20660000.0,3354000,76,0.048,Blue,Single,Existing Customer
787587033,42,F,4,Graduate,< Rp 3.000.000,32,3,1,2,2996000.0,1992000,1004000.0,4463000,87,0.665,Blue,Single,Existing Customer
789240258,50,F,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,35,4,3,1,2784000.0,2458000,326000.0,4904000,81,0.883,Blue,Single,Existing Customer
779635533,38,F,3,Graduate,Unknown,21,5,1,3,2348000.0,1028000,1320000.0,5125000,71,0.438,Blue,Single,Existing Customer
814195758,42,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,37,4,1,1,2596000.0,1210000,1386000.0,4642000,78,0.466,Blue,Single,Existing Customer
771469758,55,M,3,Graduate,> Rp 15.000.000,43,5,1,3,34516000.0,0,34516000.0,4131000,66,0.0,Blue,Single,Existing Customer
713697933,47,M,2,Uneducated,Rp 8.000.000 - Rp 15.000.000,36,3,2,2,34516000.0,1264000,33252000.0,7827000,77,0.037,Blue,Single,Existing Customer
804708633,44,F,3,Uneducated,< Rp 3.000.000,39,3,2,2,7323000.0,0,7323000.0,4666000,87,0.0,Blue,Single,Existing Customer
770180808,37,F,4,Graduate,Unknown,31,3,3,2,1438300.0,0,1438300.0,5001000,91,0.0,Blue,Single,Existing Customer
713380308,42,F,4,Uneducated,< Rp 3.000.000,36,6,2,1,1734000.0,0,1734000.0,4092000,76,0.0,Blue,Single,Existing Customer
827619933,48,M,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,44,3,1,2,9673000.0,0,9673000.0,3541000,87,0.0,Blue,Single,Existing Customer
715271733,50,F,2,Uneducated,< Rp 3.000.000,37,3,3,0,8520000.0,814000,7706000.0,1193000,35,0.096,Blue,Single,Existing Customer
716666133,51,M,4,Graduate,> Rp 15.000.000,39,6,4,1,19350000.0,0,19350000.0,4657000,70,0.0,Blue,Single,Existing Customer
713732883,38,F,0,Uneducated,< Rp 3.000.000,36,4,1,2,1679000.0,0,1679000.0,4771000,81,0.0,Blue,Single,Existing Customer
711445233,42,F,5,Uneducated,< Rp 3.000.000,36,6,3,1,1438300.0,0,1438300.0,4653000,78,0.0,Blue,Single,Existing Customer
718924983,59,M,0,Uneducated,Rp 5.000.000 - Rp 8.000.000,48,5,1,3,4906000.0,1302000,3604000.0,4833000,80,0.265,Blue,Single,Existing Customer
712599783,39,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,36,4,2,1,12618000.0,1585000,11033000.0,4768000,82,0.126,Blue,Single,Existing Customer
719562108,28,F,0,Uneducated,< Rp 3.000.000,20,6,3,3,12793000.0,1650000,11143000.0,2671000,67,0.129,Silver,Single,Existing Customer
719806233,36,M,1,Graduate,> Rp 15.000.000,20,3,2,2,34516000.0,0,34516000.0,2686000,59,0.0,Blue,Single,Existing Customer
709969758,43,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,35,4,3,3,34516000.0,1774000,32742000.0,13966000,115,0.051,Platinum,Single,Existing Customer
780045708,42,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,26,6,2,2,15104000.0,1204000,13900000.0,4259000,79,0.08,Silver,Single,Existing Customer
810493458,52,F,1,Uneducated,Unknown,47,6,1,3,4058000.0,1349000,2709000.0,4388000,72,0.332,Blue,Single,Existing Customer
709071408,56,F,5,Graduate,Rp 3.000.000 - Rp 5.000.000,37,4,2,1,2607000.0,1702000,905000.0,4949000,74,0.653,Blue,Single,Existing Customer
710014683,31,F,0,Graduate,< Rp 3.000.000,20,3,3,2,3480000.0,724000,2756000.0,2807000,65,0.208,Blue,Single,Existing Customer
