,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status,is_attrited
3705,808169358,57,M,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,52,5,3,4,12291000.0,2289000,10002000.0,1683000,50,0.186,Blue,Single,Existing Customer,0
3706,770146008,59,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,53,4,3,2,2136000.0,1502000,634000.0,1908000,37,0.703,Blue,Single,Existing Customer,0
3707,716214108,44,M,4,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,1,2,1,6426000.0,0,6426000.0,4892000,80,0.0,Blue,Single,Existing Customer,0
3708,801989733,55,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,48,6,3,2,7667000.0,1193000,6474000.0,3915000,76,0.156,Blue,Single,Existing Customer,0
3709,716934333,50,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,40,3,1,4,13306000.0,2458000,10848000.0,3556000,68,0.185,Blue,Single,Existing Customer,0
3710,812446158,54,F,3,Uneducated,< Rp 3.000.000,49,2,2,2,1719000.0,0,1719000.0,4869000,65,0.0,Blue,Single,Existing Customer,0
3711,711046383,55,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,36,5,1,1,34516000.0,1316000,33200000.0,3542000,60,0.038,Silver,Single,Existing Customer,0
3712,817197333,26,F,1,Uneducated,Unknown,13,6,2,3,12007000.0,956000,11051000.0,2678000,50,0.08,Blue,Single,Existing Customer,0
3713,719359458,49,F,2,Uneducated,< Rp 3.000.000,42,6,3,2,1991000.0,0,1991000.0,4527000,66,0.0,Blue,Single,Existing Customer,0
3714,712121508,43,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,30,1,2,0,1438300.0,0,1438300.0,5200000,89,0.0,Blue,Single,Existing Customer,0
3715,789744033,50,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,38,4,1,1,19999000.0,1007000,18992000.0,3183000,69,0.05,Blue,Single,Existing Customer,0
3716,711296508,49,F,3,Graduate,< Rp 3.000.000,42,5,2,3,2608000.0,2455000,153000.0,4776000,85,0.941,Blue,Single,Existing Customer,0
3717,708596283,35,F,3,Uneducated,< Rp 3.000.000,23,3,2,2,2858000.0,1251000,1607000.0,2844000,73,0.438,Blue,Single,Existing Customer,0
3718,718354683,59,F,0,Graduate,Rp 3.000.000 - Rp 5.000.000,45,6,3,3,21358000.0,1225000,20133000.0,3646000,77,0.057,Silver,Single,Existing Customer,0
3719,716747283,44,F,2,Uneducated,< Rp 3.000.000,36,5,2,2,2097000.0,1224000,873000.0,5059000,79,0.584,Blue,Single,Existing Customer,0
3720,713916708,53,M,3,Graduate,> Rp 15.000.000,43,3,1,3,34516000.0,2435000,32081000.0,7758000,98,0.071,Gold,Single,Existing Customer,0
3721,807237783,50,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,45,5,3,5,20437000.0,1020000,19417000.0,4166000,66,0.05,Blue,Single,Existing Customer,0
3722,708123033,41,F,3,Graduate,< Rp 3.000.000,30,2,1,1,11463000.0,0,11463000.0,14511000,105,0.0,Silver,Single,Existing Customer,0
3723,771071958,41,F,3,Graduate,< Rp 3.000.000,28,6,1,2,7768000.0,1669000,6099000.0,1051000,22,0.215,Blue,Single,Existing Customer,0
3724,720696558,44,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,31,5,2,4,34516000.0,1311000,33205000.0,4485000,85,0.038,Blue,Single,Existing Customer,0
3725,816834933,34,F,4,Graduate,Unknown,29,6,2,2,30702000.0,673000,30029000.0,2652000,64,0.022,Silver,Single,Existing Customer,0
3726,708532308,37,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,4,2,2,11419000.0,2517000,8902000.0,3000000,70,0.22,Blue,Single,Existing Customer,0
3727,719841708,45,M,0,Uneducated,Rp 8.000.000 - Rp 15.000.000,36,1,4,3,20356000.0,2031000,18325000.0,15180000,121,0.1,Blue,Single,Existing Customer,0
3728,711799458,41,M,4,Graduate,Rp 3.000.000 - Rp 5.000.000,36,3,1,1,6507000.0,1452000,5055000.0,4544000,89,0.223,Blue,Single,Existing Customer,0
3729,712872183,35,F,4,Uneducated,< Rp 3.000.000,24,4,2,2,3271000.0,1367000,1904000.0,2464000,92,0.418,Blue,Single,Existing Customer,0
3730,720491958,34,F,3,Uneducated,< Rp 3.000.000,36,4,3,3,1438300.0,0,1438300.0,4302000,74,0.0,Blue,Single,Existing Customer,0
3731,771928608,34,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,23,6,1,1,2033000.0,1832000,201000.0,4110000,74,0.901,Blue,Single,Existing Customer,0
3732,821150958,52,M,5,Graduate,Rp 8.000.000 - Rp 15.000.000,47,3,1,1,2047000.0,665000,1382000.0,3452000,66,0.325,Blue,Single,Existing Customer,0
3733,717650133,41,M,5,Graduate,Rp 5.000.000 - Rp 8.000.000,28,5,1,4,4821000.0,1426000,3395000.0,3571000,58,0.296,Blue,Single,Existing Customer,0
3734,718076733,43,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,31,4,3,3,25824000.0,1170000,24654000.0,3101000,73,0.045,Silver,Single,Existing Customer,0
3735,718038483,42,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,35,5,1,4,16054000.0,0,16054000.0,3449000,75,0.0,Blue,Single,Existing Customer,0
3736,797169633,41,M,4,Graduate,> Rp 15.000.000,35,5,3,3,34516000.0,825000,33691000.0,3127000,51,0.024,Blue,Single,Existing Customer,0
3737,720769533,65,M,0,Graduate,Rp 3.000.000 - Rp 5.000.000,36,4,0,1,1438300.0,682000,756300.0,4427000,63,0.474,Blue,Single,Existing Customer,0
3738,712363158,36,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,24,3,2,1,20101000.0,1299000,18802000.0,14732000,115,0.065,Blue,Single,Existing Customer,0
3739,721531683,44,F,4,Graduate,Unknown,36,3,1,3,8482000.0,0,8482000.0,4076000,81,0.0,Blue,Single,Existing Customer,0
3740,715054683,50,M,2,Uneducated,Rp 8.000.000 - Rp 15.000.000,42,3,3,4,1645000.0,0,1645000.0,3838000,60,0.0,Blue,Single,Existing Customer,0
3741,711728208,46,M,4,Graduate,> Rp 15.000.000,34,4,1,2,34516000.0,0,34516000.0,4143000,68,0.0,Blue,Single,Existing Customer,0
3742,718813833,44,F,3,Uneducated,Unknown,34,5,2,2,10100000.0,0,10100000.0,1052000,18,0.0,Blue,Single,Existing Customer,0
3743,721519908,29,F,1,Uneducated,< Rp 3.000.000,36,1,2,1,3640000.0,1419000,2221000.0,13306000,99,0.39,Blue,Single,Existing Customer,0
3744,789523683,51,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,43,3,1,3,2180000.0,1865000,315000.0,4348000,77,0.856,Blue,Single,Existing Customer,0
3745,712268808,55,M,4,Graduate,> Rp 15.000.000,36,2,2,3,34516000.0,2443000,32073000.0,8765000,105,0.071,Silver,Single,Existing Customer,0
3746,712215258,50,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,31,2,2,3,18386000.0,0,18386000.0,1298000,22,0.0,Silver,Single,Existing Customer,0
3747,710112933,28,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,18,6,3,2,16604000.0,1716000,14888000.0,2580000,61,0.103,Blue,Single,Existing Customer,0
3748,710277183,34,F,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,27,3,2,4,2313000.0,1775000,538000.0,4317000,68,0.767,Blue,Single,Existing Customer,0
3749,712667058,39,F,1,Graduate,< Rp 3.000.000,29,4,1,3,1568000.0,995000,573000.0,4531000,76,0.635,Blue,Single,Existing Customer,0
3750,709158333,44,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,28,2,2,1,2758000.0,461000,2297000.0,4244000,96,0.167,Blue,Single,Existing Customer,0
3751,711128433,55,M,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,1,3,3,10949000.0,829000,10120000.0,7685000,91,0.076,Blue,Single,Existing Customer,0
3752,715746633,64,F,0,Graduate,< Rp 3.000.000,54,3,1,2,5577000.0,689000,4888000.0,4256000,70,0.124,Blue,Single,Existing Customer,0
3753,713063958,51,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,39,1,1,3,7562000.0,1080000,6482000.0,5010000,85,0.143,Blue,Single,Existing Customer,0
3754,716628633,41,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,33,6,3,3,4388000.0,1519000,2869000.0,4406000,74,0.346,Blue,Single,Existing Customer,0
3755,713977308,62,M,1,Graduate,> Rp 15.000.000,53,4,3,4,34516000.0,2061000,32455000.0,3820000,76,0.06,Blue,Single,Existing Customer,0
3756,720865383,53,M,3,Graduate,> Rp 15.000.000,45,4,3,1,3378000.0,1852000,1526000.0,4437000,50,0.548,Blue,Single,Existing Customer,0
3757,720108783,60,F,1,Uneducated,Unknown,50,6,3,3,7459000.0,1717000,5742000.0,4328000,68,0.23,Blue,Single,Existing Customer,0
3758,708816408,41,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,32,4,6,3,21756000.0,0,21756000.0,3063000,71,0.0,Blue,Single,Existing Customer,0
3759,710017758,44,M,4,Graduate,Rp 3.000.000 - Rp 5.000.000,36,5,2,3,11346000.0,0,11346000.0,3784000,67,0.0,Blue,Single,Existing Customer,0
3760,713308683,52,M,1,Uneducated,Rp 8.000.000 - Rp 15.000.000,37,5,2,2,2733000.0,1306000,1427000.0,1139000,39,0.478,Blue,Single,Existing Customer,0
3761,720188508,43,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,25,3,2,4,13193000.0,1749000,11444000.0,4071000,64,0.133,Blue,Single,Existing Customer,0
3762,718574808,33,F,2,Graduate,< Rp 3.000.000,17,4,3,4,2431000.0,1846000,585000.0,4327000,74,0.759,Blue,Single,Existing Customer,0
3763,708727983,62,M,0,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,6,1,3,3933000.0,0,3933000.0,3048000,54,0.0,Blue,Single,Existing Customer,0
3764,715000383,55,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,46,4,2,3,13598000.0,852000,12746000.0,4047000,76,0.063,Blue,Single,Existing Customer,0
3765,720079758,46,F,3,Uneducated,Unknown,42,6,4,2,1910000.0,1431000,479000.0,5253000,82,0.749,Blue,Single,Existing Customer,0
3766,794054058,50,F,2,Graduate,< Rp 3.000.000,44,1,1,1,2765000.0,0,2765000.0,4010000,59,0.0,Blue,Single,Existing Customer,0
3767,718364283,43,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,30,3,2,4,19711000.0,0,19711000.0,3602000,72,0.0,Blue,Single,Existing Customer,0
3768,708510858,60,F,1,Uneducated,< Rp 3.000.000,47,1,3,2,4905000.0,2413000,2492000.0,15478000,109,0.492,Blue,Single,Existing Customer,0
3769,716324583,42,F,4,Uneducated,Unknown,36,1,4,1,2875000.0,1892000,983000.0,4577000,81,0.658,Blue,Single,Existing Customer,0
3770,718784358,34,M,4,Uneducated,> Rp 15.000.000,36,6,3,2,34516000.0,2517000,31999000.0,1969000,46,0.073,Blue,Single,Existing Customer,0
3771,767114958,65,M,0,Uneducated,< Rp 3.000.000,56,4,2,2,3226000.0,2073000,1153000.0,3250000,70,0.643,Blue,Single,Existing Customer,0
3772,814845933,62,M,0,Graduate,Rp 8.000.000 - Rp 15.000.000,56,4,3,3,1438300.0,0,1438300.0,3628000,74,0.0,Blue,Single,Existing Customer,0
3773,739828308,55,M,3,Uneducated,> Rp 15.000.000,48,5,2,2,3088000.0,1743000,1345000.0,3906000,68,0.564,Blue,Single,Existing Customer,0
3774,709578258,40,F,3,Uneducated,< Rp 3.000.000,33,4,3,2,3804000.0,1917000,1887000.0,14321000,102,0.504,Blue,Single,Existing Customer,0
3775,720639783,35,F,1,Uneducated,Unknown,27,4,3,2,34516000.0,0,34516000.0,2562000,62,0.0,Silver,Single,Existing Customer,0
3776,772514808,36,F,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,26,3,2,4,3131000.0,2379000,752000.0,2315000,63,0.76,Blue,Single,Existing Customer,0
3777,790186458,45,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,39,3,1,0,17996000.0,864000,17132000.0,1589000,30,0.048,Blue,Single,Existing Customer,0
3778,711367308,37,M,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,19,3,3,4,2186000.0,1185000,1001000.0,2614000,67,0.542,Blue,Single,Existing Customer,0
3779,708260208,43,F,5,Uneducated,< Rp 3.000.000,36,4,3,2,2057000.0,1279000,778000.0,4321000,76,0.622,Blue,Single,Existing Customer,0
3780,719539458,46,F,3,Graduate,< Rp 3.000.000,41,5,3,3,3913000.0,0,3913000.0,5170000,93,0.0,Blue,Single,Existing Customer,0
3781,711152658,44,M,4,Graduate,> Rp 15.000.000,36,2,2,1,34516000.0,1635000,32881000.0,7219000,86,0.047,Silver,Single,Existing Customer,0
3782,771749733,41,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,30,5,2,3,17706000.0,1081000,16625000.0,3680000,81,0.061,Silver,Single,Existing Customer,0
3783,710395233,42,F,2,Graduate,Unknown,36,2,2,3,34516000.0,1066000,33450000.0,8657000,98,0.031,Silver,Single,Existing Customer,0
3784,708193008,41,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,30,3,3,4,14480000.0,0,14480000.0,1616000,43,0.0,Blue,Single,Existing Customer,0
3785,719222133,41,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,36,2,3,2,8919000.0,1723000,7196000.0,13719000,96,0.193,Blue,Single,Existing Customer,0
3786,758340108,39,F,2,Graduate,< Rp 3.000.000,29,3,3,2,10024000.0,913000,9111000.0,3906000,78,0.091,Silver,Single,Existing Customer,0
3787,714843483,57,F,3,Uneducated,Unknown,48,1,1,2,7176000.0,1493000,5683000.0,5063000,83,0.208,Blue,Single,Existing Customer,0
3788,708545058,45,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,5,4,3,1438300.0,986000,452300.0,5136000,81,0.686,Blue,Single,Existing Customer,0
3789,710723958,43,F,3,Uneducated,Unknown,32,5,1,1,1438300.0,491000,947300.0,5016000,86,0.341,Blue,Single,Existing Customer,0
3790,770937183,40,F,4,Graduate,< Rp 3.000.000,27,3,1,2,10745000.0,2084000,8661000.0,3502000,87,0.194,Silver,Single,Existing Customer,0
3791,710978058,50,F,0,Uneducated,Rp 3.000.000 - Rp 5.000.000,41,6,2,3,7507000.0,1697000,5810000.0,4651000,71,0.226,Blue,Single,Existing Customer,0
3792,766628733,56,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,49,3,3,3,1623000.0,0,1623000.0,4965000,74,0.0,Blue,Single,Existing Customer,0
3793,799700208,38,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,32,5,1,1,26988000.0,1587000,25401000.0,3732000,70,0.059,Silver,Single,Existing Customer,0
3794,817240833,51,F,2,Graduate,< Rp 3.000.000,36,4,3,1,4970000.0,1591000,3379000.0,5023000,78,0.32,Blue,Single,Existing Customer,0
3795,784263558,43,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,37,4,3,3,27781000.0,0,27781000.0,3184000,61,0.0,Silver,Single,Existing Customer,0
3796,713203908,26,M,0,Uneducated,Rp 3.000.000 - Rp 5.000.000,15,4,1,3,2158000.0,1695000,463000.0,1833000,27,0.785,Blue,Single,Existing Customer,0
3797,709399908,34,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,23,4,2,2,7594000.0,1442000,6152000.0,15026000,99,0.19,Blue,Single,Existing Customer,0
3798,714880533,40,M,5,Graduate,Rp 3.000.000 - Rp 5.000.000,36,2,2,3,2849000.0,1741000,1108000.0,8669000,99,0.611,Blue,Single,Existing Customer,0
3799,718276758,52,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,40,2,1,2,4705000.0,890000,3815000.0,8226000,97,0.189,Blue,Single,Existing Customer,0
3800,719463708,47,F,1,Uneducated,Rp 3.000.000 - Rp 5.000.000,34,5,1,3,2099000.0,1164000,935000.0,4471000,80,0.555,Blue,Single,Existing Customer,0
3801,789804933,29,F,2,Uneducated,Unknown,18,4,1,2,23125000.0,1236000,21889000.0,2536000,69,0.053,Blue,Single,Existing Customer,0
3802,719372583,57,M,3,Graduate,> Rp 15.000.000,36,2,2,1,17268000.0,1197000,16071000.0,4077000,90,0.069,Blue,Single,Existing Customer,0
3803,820288233,26,F,0,Uneducated,< Rp 3.000.000,20,4,3,4,1438300.0,0,1438300.0,2731000,39,0.0,Blue,Single,Existing Customer,0
3804,711676008,52,F,1,Graduate,< Rp 3.000.000,44,5,2,2,2019000.0,991000,1028000.0,3603000,59,0.491,Blue,Single,Existing Customer,0
3805,711743883,43,F,3,Uneducated,< Rp 3.000.000,35,5,2,3,4026000.0,0,4026000.0,1237000,32,0.0,Blue,Single,Existing Customer,0
3806,709804533,40,M,4,Uneducated,> Rp 15.000.000,34,3,1,3,17818000.0,1451000,16367000.0,3973000,74,0.081,Blue,Single,Existing Customer,0
3807,718441308,41,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,31,3,1,3,8228000.0,1935000,6293000.0,4933000,68,0.235,Blue,Single,Existing Customer,0
3808,710453283,40,F,3,Uneducated,< Rp 3.000.000,27,5,4,2,2035000.0,0,2035000.0,4107000,82,0.0,Blue,Single,Existing Customer,0
3809,711989358,50,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,36,4,2,1,19595000.0,1187000,18408000.0,3811000,62,0.061,Blue,Single,Existing Customer,0
3810,708871158,60,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,42,4,3,4,28701000.0,0,28701000.0,3516000,57,0.0,Silver,Single,Existing Customer,0
3811,713740533,41,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,29,5,3,3,2775000.0,1664000,1111000.0,2478000,52,0.6,Blue,Single,Existing Customer,0
3812,713453733,45,F,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,37,6,1,3,2529000.0,1654000,875000.0,3428000,84,0.654,Blue,Single,Existing Customer,0
3813,711447783,53,F,2,Graduate,< Rp 3.000.000,38,4,2,3,2375000.0,1353000,1022000.0,5000000,76,0.57,Blue,Single,Existing Customer,0
3814,788813658,62,F,0,Graduate,Unknown,45,2,2,3,10503000.0,0,10503000.0,4755000,88,0.0,Blue,Single,Existing Customer,0
3815,709575858,53,M,4,Graduate,Rp 3.000.000 - Rp 5.000.000,36,4,5,3,2300000.0,0,2300000.0,4527000,79,0.0,Blue,Single,Existing Customer,0
3816,793636308,49,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,43,2,2,2,4645000.0,1650000,2995000.0,1193000,33,0.355,Blue,Single,Existing Customer,0
3817,715548183,65,M,1,Graduate,Unknown,56,4,3,3,23566000.0,1670000,21896000.0,3129000,79,0.071,Blue,Single,Existing Customer,0
3818,779008158,54,F,4,Graduate,< Rp 3.000.000,43,3,1,4,2191000.0,1655000,536000.0,4961000,71,0.755,Blue,Single,Existing Customer,0
3819,719344608,46,F,3,Graduate,< Rp 3.000.000,27,6,3,3,3901000.0,1001000,2900000.0,4313000,72,0.257,Blue,Single,Existing Customer,0
3820,710376708,50,F,5,Uneducated,< Rp 3.000.000,33,4,3,3,2837000.0,1377000,1460000.0,3928000,54,0.485,Blue,Single,Existing Customer,0
3821,709718058,52,F,4,Uneducated,< Rp 3.000.000,36,5,1,4,2936000.0,2181000,755000.0,4650000,78,0.743,Blue,Single,Existing Customer,0
3822,772063308,45,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,34,5,1,1,13362000.0,0,13362000.0,4155000,79,0.0,Blue,Single,Existing Customer,0
3823,721139808,42,F,3,Graduate,< Rp 3.000.000,36,1,2,1,2344000.0,1081000,1263000.0,3889000,80,0.461,Blue,Single,Existing Customer,0
3824,717397983,39,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,29,2,2,3,23402000.0,958000,22444000.0,7570000,98,0.041,Blue,Single,Existing Customer,0
3825,708426483,56,F,2,Graduate,< Rp 3.000.000,36,4,6,1,5816000.0,716000,5100000.0,3534000,73,0.123,Blue,Single,Existing Customer,0
3826,772248408,40,F,3,Graduate,< Rp 3.000.000,29,5,1,4,2694000.0,1833000,861000.0,3366000,56,0.68,Blue,Single,Existing Customer,0
3827,718637208,54,F,2,Graduate,< Rp 3.000.000,43,3,2,1,2019000.0,1387000,632000.0,1689000,36,0.687,Blue,Single,Existing Customer,0
3828,713655108,60,F,1,Graduate,< Rp 3.000.000,45,2,3,1,9752000.0,1423000,8329000.0,14220000,108,0.146,Blue,Single,Existing Customer,0
3829,714826758,37,F,3,Uneducated,< Rp 3.000.000,29,4,4,2,7038000.0,1801000,5237000.0,2339000,57,0.256,Blue,Single,Existing Customer,0
3830,709780158,52,F,1,Graduate,Unknown,35,4,4,2,2411000.0,1379000,1032000.0,4812000,79,0.572,Blue,Single,Existing Customer,0
3831,803406558,30,F,1,Uneducated,Unknown,24,3,5,4,7536000.0,1272000,6264000.0,4189000,86,0.169,Blue,Single,Existing Customer,0
3832,826548708,50,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,46,2,3,2,5965000.0,622000,5343000.0,4637000,91,0.104,Blue,Single,Existing Customer,0
3833,718009158,50,F,3,Uneducated,< Rp 3.000.000,41,4,2,2,2563000.0,1860000,703000.0,3774000,83,0.726,Blue,Single,Existing Customer,0
3834,716931183,45,M,5,Uneducated,Rp 8.000.000 - Rp 15.000.000,38,3,4,4,7560000.0,788000,6772000.0,4296000,68,0.104,Blue,Single,Existing Customer,0
3835,719732433,54,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,36,5,3,1,12815000.0,1017000,11798000.0,3771000,78,0.079,Blue,Single,Existing Customer,0
3836,713940033,47,F,3,Graduate,< Rp 3.000.000,36,5,1,3,2049000.0,1460000,589000.0,3514000,79,0.713,Blue,Single,Existing Customer,0
3837,779473308,32,M,0,Uneducated,Rp 5.000.000 - Rp 8.000.000,14,4,3,3,8186000.0,0,8186000.0,2411000,67,0.0,Blue,Single,Existing Customer,0
3838,720682308,59,F,0,Uneducated,Unknown,46,5,1,4,5402000.0,892000,4510000.0,4770000,83,0.165,Blue,Single,Existing Customer,0
3839,778523733,38,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,31,6,1,2,13637000.0,0,13637000.0,3625000,73,0.0,Blue,Single,Existing Customer,0
3840,712176708,51,F,3,Uneducated,< Rp 3.000.000,36,5,3,3,3747000.0,2268000,1479000.0,4609000,87,0.605,Blue,Single,Existing Customer,0
3841,721086483,27,F,0,Uneducated,< Rp 3.000.000,19,3,3,3,10982000.0,2517000,8465000.0,13563000,97,0.229,Silver,Single,Existing Customer,0
3842,771918033,54,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,43,3,4,3,8208000.0,1256000,6952000.0,4824000,83,0.153,Blue,Single,Existing Customer,0
3843,803606958,57,F,3,Graduate,< Rp 3.000.000,52,5,5,0,3085000.0,0,3085000.0,3946000,73,0.0,Blue,Single,Existing Customer,0
3844,819690933,56,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,51,2,3,1,16835000.0,897000,15938000.0,4059000,80,0.053,Blue,Single,Existing Customer,0
3845,711861258,65,F,1,Uneducated,< Rp 3.000.000,36,3,2,3,4182000.0,0,4182000.0,4046000,57,0.0,Blue,Single,Existing Customer,0
3846,721221783,62,M,2,Graduate,< Rp 3.000.000,48,6,3,2,5844000.0,2013000,3831000.0,3546000,65,0.344,Blue,Single,Existing Customer,0
3847,716580933,63,M,0,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,3,3,3,1970000.0,1224000,746000.0,4533000,65,0.621,Blue,Single,Existing Customer,0
3848,709330383,37,F,1,Graduate,< Rp 3.000.000,19,4,3,3,12535000.0,2049000,10486000.0,3283000,74,0.163,Silver,Single,Existing Customer,0
3849,768412608,39,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,33,6,3,2,2255000.0,1258000,997000.0,4309000,79,0.558,Blue,Single,Existing Customer,0
3850,793379058,48,F,3,Graduate,< Rp 3.000.000,42,2,2,1,2214000.0,1025000,1189000.0,5084000,82,0.463,Blue,Single,Existing Customer,0
3851,718808883,55,F,2,Graduate,< Rp 3.000.000,47,3,3,1,13565000.0,0,13565000.0,3705000,69,0.0,Silver,Single,Existing Customer,0
3852,708701358,39,F,2,Uneducated,< Rp 3.000.000,36,3,2,3,2370000.0,2031000,339000.0,4000000,79,0.857,Blue,Single,Existing Customer,0
3853,716606733,33,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,18,2,2,3,3043000.0,2054000,989000.0,4833000,85,0.675,Blue,Single,Existing Customer,0
3854,709188108,45,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,33,4,2,2,34516000.0,1529000,32987000.0,13940000,105,0.044,Silver,Single,Existing Customer,0
3855,802031583,53,M,2,Uneducated,Rp 8.000.000 - Rp 15.000.000,47,6,1,1,22855000.0,0,22855000.0,3711000,83,0.0,Blue,Single,Existing Customer,0
3856,720182658,44,F,3,Uneducated,Unknown,31,4,2,3,18056000.0,940000,17116000.0,4473000,72,0.052,Blue,Single,Existing Customer,0
3857,709289358,46,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,38,4,1,2,8101000.0,1266000,6835000.0,3226000,53,0.156,Blue,Single,Existing Customer,0
3858,719723658,49,F,2,Uneducated,< Rp 3.000.000,39,6,1,3,1768000.0,0,1768000.0,4628000,90,0.0,Blue,Single,Existing Customer,0
3859,709166883,39,F,3,Uneducated,Unknown,27,6,2,1,5363000.0,0,5363000.0,4121000,78,0.0,Blue,Single,Existing Customer,0
3860,712661433,49,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,30,3,2,3,34516000.0,0,34516000.0,1444000,28,0.0,Blue,Single,Existing Customer,0
3861,779257233,47,M,2,Uneducated,> Rp 15.000.000,29,2,3,2,28852000.0,1974000,26878000.0,7432000,90,0.068,Blue,Single,Existing Customer,0
3862,799471833,45,M,1,Uneducated,> Rp 15.000.000,39,4,2,2,3133000.0,1510000,1623000.0,1435000,38,0.482,Blue,Single,Existing Customer,0
3863,720717108,64,M,1,Uneducated,Unknown,51,6,3,1,2571000.0,1210000,1361000.0,3647000,59,0.471,Blue,Single,Existing Customer,0
3864,716096358,45,F,3,Uneducated,< Rp 3.000.000,39,5,4,1,2551000.0,2253000,298000.0,3753000,63,0.883,Blue,Single,Existing Customer,0
3865,778377183,49,M,3,Graduate,> Rp 15.000.000,29,5,2,2,18284000.0,1144000,17140000.0,4846000,92,0.063,Blue,Single,Existing Customer,0
3866,780277458,52,F,2,Graduate,< Rp 3.000.000,38,2,2,3,2904000.0,2517000,387000.0,4503000,89,0.867,Blue,Single,Existing Customer,0
3867,712545183,51,F,4,Uneducated,< Rp 3.000.000,37,4,4,2,1765000.0,1487000,278000.0,3333000,66,0.842,Blue,Single,Existing Customer,0
3868,711502908,44,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,39,6,2,2,7532000.0,0,7532000.0,3550000,68,0.0,Blue,Single,Existing Customer,0
3869,758367933,56,M,2,Uneducated,Rp 8.000.000 - Rp 15.000.000,49,5,3,2,5466000.0,0,5466000.0,4435000,79,0.0,Blue,Single,Existing Customer,0
3870,713417433,42,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,28,3,1,3,1711000.0,0,1711000.0,4496000,77,0.0,Blue,Single,Existing Customer,0
3871,714187533,45,F,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,35,2,3,0,3540000.0,849000,2691000.0,1321000,28,0.24,Blue,Single,Existing Customer,0
